title,links,date,rating,quality,genre,short_description
Harry Potter và Tù Nhân Azkaban,https://ohitv.net/phim-le/harry-potter-va-tu-nhan-azkaban/,31/05/2004,7.9, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']",“Harry Potter và Tù Nhân Azkaban” (2004) bắt đầu với Harry mong chờ kỳ nghỉ hè kết thúc để trở lại Hogwarts và rời khỏi ngôi nhà ...
Harry Potter và Căn Phòng Bí Mật,https://ohitv.net/phim-le/harry-potter-va-can-phong-bi-mat/,13/11/2002,7.4, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']","“Harry Potter và Căn Phòng Bí Mật” (2002) là phần tiếp theo trong series sách và phim “Harry Potter”. Trong phần này, ..."
Harry Potter và Hòn Đá Phù Thủy,https://ohitv.net/phim-le/harry-potter-va-hon-da-phu-thuy/,16/11/2001,7.6, 1080p,"['Phim Giả Tượng', 'Phim Phiêu Lưu']","“Harry Potter và Hòn Đá Phù Thủy” (2001) là bộ phim đầu tiên trong loạt phim “Harry Potter”, dựa trên tiểu thuyết cùng ..."
Phượng Lạc Giang Hồ,https://ohitv.net/phim-bo/phuong-lac-giang-ho/,11/06/2024,0,,"['Phim Ngắn', 'Sci-Fi & Fantasy']","Tác giả “sao chép cốt truyện” siêu hot trên mạng Mạnh Tiểu Đường (Kha Dĩnh đóng), gặp được bên A mình luôn ao ước, đập tiền yêu cầu cô tìm lại ..."
Tạng Hải Truyện,https://ohitv.net/phim-bo/tang-hai-truyen/, ,0,,['Sci-Fi & Fantasy'],"Uông Tàng Hải, con trai của một vị Khâm thiên giám chính, phải chứng kiến cảnh họa diệt tộc từ khi còn là một cậu bé. Mang trong lòng mối huyết ..."
Công Chúa Điện Hạ Thật Kỳ Lạ,https://ohitv.net/phim-bo/cong-chua-dien-ha-that-ky-la/,16/05/2024,0,,"['Phim Ngắn', 'Sci-Fi & Fantasy']",Công Chúa Điện Hạ Thật Kỳ Lạ đưa khán giả vào một cuộc phiêu lưu đầy kỳ diệu và bất ngờ của công chúa Giang Thiên Nhi và Sơn Đại vương Mã Đại ...
Mặc Vũ Vân Gian,https://ohitv.net/phim-bo/mac-vu-van-gian/,02/06/2024,0,,['Sci-Fi & Fantasy'],"Diễn viên chính: Vương Tinh Việt, Ngô Cẩn Ngôn. Nội dung: Gia đình ưu đãi và cuộc sống hạnh phúc của con gái quan huyện, Xue Fangfei, bị đảo ..."
Khổng Tước Thánh Sứ Xin Hãy Rung Động,https://ohitv.net/phim-bo/khong-tuoc-thanh-su-xin-hay-rung-dong/,18/04/2024,0,,['Sci-Fi & Fantasy'],"Hoa Nghê, một học bá về Vật lý đột nhiên xuyên không đến thành Khổng Tước, nơi cô vô tình trở thành thánh sứ của phái Khổng Tước. Trong một môi ..."
Gặp Lại Tiêu Dao,https://ohitv.net/phim-bo/gap-lai-tieu-dao/,02/04/2024,0,,['Sci-Fi & Fantasy'],"Câu chuyện về Tiểu nhị Lý Tiêu Dao và Triệu Linh Nhi là một hành trình kỳ thú đầy phiêu lưu và tình bạn. Với ước mơ trở thành đại hiệp, Tiểu nhị ..."
Liệt Diễm Chi Vũ Canh Kỷ,https://ohitv.net/phim-bo/liet-diem-chi-vu-canh-ky/,13/03/2024,9,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Liệt Diễm” là một bộ phim giả tưởng được đạo diễn bởi Trịnh Vĩ Văn và chỉ đạo bởi Lưu Sùng Sùng, với sự tham gia của các diễn viên ..."
Tiệm Chụp Ảnh Ma Quái,https://ohitv.net/phim-bo/tiem-chup-anh-ma-quai/,11/03/2024,8,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Tiệm Chụp Ảnh Ma Quái” là một bộ phim năm 2024 với những câu chuyện ly kỳ xoay quanh một studio ảnh chỉ chụp ảnh cho những linh hồn ...
Chuông Reo,https://ohitv.net/phim-bo/chuong-reo/,22/02/2024,0,,"['Phim Chính Kịch', 'Phim Ngắn', 'Sci-Fi & Fantasy']","Chuông Reo là một bộ phim lãng mạn mang đến câu chuyện đầy cảm xúc về tình yêu và quá khứ đầy bí ẩn. Thẩm Thất, một cô gái tràn đầy năng lượng và ..."
Tình Yêu Ngàn Năm,https://ohitv.net/phim-bo/tinh-yeu-ngan-nam/,24/01/2024,0,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Tình Yêu Ngàn Năm” là một bộ phim kể về một câu chuyện tình yêu đẹp và cảm động giữa Mo Chenyuan, một người bất tử, và Feng Ruoyao, ..."
Đôi Mắt Si Tình,https://ohitv.net/phim-bo/doi-mat-si-tinh/,23/01/2024,9.3,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Đôi Mắt Si Tình” là một bộ phim nói về một câu chuyện tình yêu đầy màu sắc giữa một cô gái có khả năng ngoại cảm và một chàng trai ...
Kỳ Kim Triêu,https://ohitv.net/phim-bo/ky-kim-trieu/,18/01/2024,0,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Kỳ Kim Triêu” (2024) là một bộ phim xoay quanh câu chuyện của hai nhân vật chính là Việt Kim Triêu và Việt Kỳ. Họ sống cùng nhau ...
Tiên Kiếm Kỳ Hiệp 4,https://ohitv.net/phim-bo/tien-kiem-ky-hiep-4/,17/01/2024,0,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Tiên Kiếm Kỳ Hiệp 4” là một bộ phim truyền hình thần thoại và hành động Trung Quốc năm 2023. Câu chuyện xoay quanh cuộc phiêu lưu và ...
Tình Ca Ảo Mộng,https://ohitv.net/phim-bo/tinh-ca-ao-mong/,02/01/2024,10,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Bộ phim “Tình Ca Ảo Mộng” (Love Song for Illusion) là một tác phẩm điện ảnh dự kiến ra mắt vào năm 2024. Phim kể về một câu ...
Cô Đi Mà Lấy Chồng Tôi,https://ohitv.net/phim-bo/co-di-ma-lay-chong-toi/,01/01/2024,8.4,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Cô Đi Mà Lấy Chồng Tôi” (2024) là một câu chuyện đầy kịch tính và nghẹt thở xoay quanh Ji-won, một bệnh nhân ung thư 37 tuổi, người ..."
Trò Chơi Sinh Tử,https://ohitv.net/phim-bo/troi-choi-sinh-tu/,15/12/2023,8.764,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","Yee-jae, một linh hồn đứng trước nguy cơ bị đưa đến địa ngục, bất ngờ phải trải qua một chuỗi mười hai cuộc sống và mười hai cái chết khác nhau ..."
Chệch Quỹ Đạo,https://ohitv.net/phim-bo/chech-quy-dao/,14/12/2023,6.563,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Chệch Quỹ Đạo” là câu chuyện về Giang Hiểu Viện, một cô tiểu thư nhà giàu tự tin và kiêu ngạo. Cuộc sống của cô đầy sự xa hoa và ảo ..."
Bí Kíp Yêu Đương Của Phương Tiểu Thư,https://ohitv.net/phim-bo/bi-kip-yeu-duong-cua-phuong-tieu-thu/,13/12/2023,0,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","Phương Tịch Mộ, một lập trình viên tài năng, đang làm việc trên trò chơi “Quan Hệ Bí Mật” khi bất ngờ bị mắc kẹt trong trò chơi. Cô ..."
Thần Ẩn,https://ohitv.net/phim-bo/than-an/,11/12/2023,6.3,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Thần Ẩn” là một câu chuyện đầy cảm hứng xoay quanh cuộc hành trình của hai nhân vật chính là A Âm và Cổ Tấn. A Âm là một thú Thủy ...
Cô Vợ Tiểu Tiên Của Công Tử Dạ Tộc,https://ohitv.net/phim-bo/co-vo-tieu-tien-cua-cong-tu-da-toc/,27/11/2023,0,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","Cô Vợ Tiểu Tiên Của Công Tử Dạ Tộc – Cô Vợ Tiểu Tiên Của Công Tử Dạ Tộc (2023) kể về nhà phê phim tương tác Hà Ý Hoan, người vô tình bước vào thế ..."
Hợp Đồng Hôn Nhân Của Cô Park,https://ohitv.net/phim-bo/hop-dong-hon-nhan-cua-co-park/,24/11/2023,8.381,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","“Hợp Đồng Hôn Nhân Của Cô Park” (2023) kể về một phụ nữ từ triều đại Joseon thế kỷ 19, cô đã dấn thân vào Seoul hiện đại thông qua ..."
Tái Kiến Quân Như Cố,https://ohitv.net/phim-bo/tai-kien-quan-nhu-co/,14/11/2023,0,,['Sci-Fi & Fantasy'],"Thực thần Phượng Lê Lê bị phạt xuống trần gian để vượt qua tình kiếp. Để tìm được chân mệnh thiên tử giúp mình lịch kiếp, Phượng Lê Lê sửa tên ..."
Trăng Lên Ban Ngày,https://ohitv.net/phim-bo/trang-len-ban-ngay/,01/11/2023,7.2,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Trăng Lên Ban Ngày” là một câu chuyện kỳ diệu về một ngôi sao nổi tiếng gặp phải một tai nạn bí ẩn và bất ngờ thức dậy trong thân ...
Điền Canh Kỷ,https://ohitv.net/phim-bo/dien-canh-ky/,14/10/2023,7.5,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Điền Canh Kỷ” (2023) là một bộ phim hài cổ trang với sự tham gia của các diễn viên chính Điền Hi Vi và Tăng Thuấn Hy. Câu chuyện ...
Ngọt Ngào Và Rực Rỡ,https://ohitv.net/phim-bo/ngot-ngao-va-ruc-ro/,25/09/2023,9,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Ngọt Ngào Và Rực Rỡ” (Dưa hấu lấp lánh – Twinkling Watermelon) là một bộ phim truyền hình Hàn Quốc phát sóng vào năm 2023. Câu ...
Hương Tình Yêu,https://ohitv.net/phim-bo/huong-tinh-yeu/,18/08/2023,9.7,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","Hương Tình Yêu – Hương Tình Yêu (2023) Bộ phim nói về Jom, một kiến trúc sư chịu trách nhiệm cải tạo một ngôi nhà lịch sử dọc theo sông ..."
Bảy Kiếp May Mắn,https://ohitv.net/phim-bo/bay-kiep-may-man/,10/08/2023,9.2,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Bảy Kiếp May Mắn” (2023) là một bộ phim chuyển thể từ tiểu thuyết “Bảy Kiếp Không May” của Cửu Lộ Phi Hương. Câu chuyện ...
Dị Nhân Chi Hạ,https://ohitv.net/phim-bo/di-nhan-chi-ha/,04/08/2023,8.944,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Dị Nhân Chi Hạ” là một cuộc phiêu lưu đầy kịch tính và bí ẩn, đưa người xem vào một thế giới của những dị nhân và bí mật lịch sử. ..."
Ngọc Cốt Dao,https://ohitv.net/phim-bo/ngoc-cot-dao/,02/07/2023,7.091,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Ngọc Cốt Dao” (2023) kể về cuộc gặp gỡ định mệnh giữa Thời Ảnh – thế tử Không Tang, một người cao ngạo lạnh lùng, và Chu Nhan ..."
Hoa Nhung,https://ohitv.net/phim-bo/hoa-nhung/,01/06/2023,7,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Hoa Nhung” (2023) là một bộ phim do Hồ Ý Quyên và Trần Quốc Hoa đạo diễn, với sự tham gia của các diễn viên như Cúc Tịnh Y, Quách ..."
Tinh Lạc Ngưng Thành Đường,https://ohitv.net/phim-bo/tinh-lac-ngung-thanh-duong/,16/02/2023,7.3,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']","“Tinh Lạc Ngưng Thành Đường” (2023) là một câu chuyện xoay quanh hai chị em song sinh có tính cách đối lập nhau. Ly Quang Thanh Quỳ, ..."
Cậu Út Nhà Tài Phiệt,https://ohitv.net/phim-bo/cau-ut-nha-tai-phiet/,18/11/2022,7.8,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Cậu Út Nhà Tài Phiệt” (Reborn Rich) (2022) là một bộ phim dựa trên tiểu thuyết “The Youngest Son of a Conglomerate.” Câu ...
Thương Lan Quyết,https://ohitv.net/phim-bo/thuong-lan-quyet/,07/08/2022,8.261,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Thương Lan Quyết” (2022) là một bộ phim truyền hình Trung Quốc do đạo diễn Y Tranh chỉ đạo và có sự tham gia của các diễn viên nổi ...
"Meo, Hãy Cầu Nguyện",https://ohitv.net/phim-bo/meo-hay-cau-nguyen/,08/07/2021,9,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","Meo, Hãy Cầu Nguyện là một bộ phim hài lãng mạn với yếu tố kỳ ảo, kể về câu chuyện đặc sắc giữa Trì Viêm, chủ tiệm sách, và Tiểu Hưu, một thiếu ..."
Chàng Hậu,https://ohitv.net/phim-bo/chang-hau/,12/12/2020,8.5,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']",“Chàng Hậu” (tên tiếng Anh: “Mr. Queen”) là một bộ phim truyền hình Hàn Quốc phát sóng vào năm 2020. Câu chuyện xoay ...
Quân Vương Bất Diệt,https://ohitv.net/phim-bo/quan-vuong-bat-diet/,17/04/2020,8.4,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy']",“Quân Vương Bất Diệt” là một bộ phim kỳ diệu kể về cuộc gặp gỡ giữa vị đế vương của Hàn Quốc thời hiện đại và một cô nàng thanh tra ...
Cuộc Chiến Không Gian,https://ohitv.net/phim-bo/cuoc-chien-khong-gian-for-all-mankind/,01/11/2019,7.76,,"['Phim Chính Kịch', 'Sci-Fi & Fantasy', 'War & Politics']",“Cuộc Chiến Không Gian – For All Mankind” (2019) là một bộ phim truyền hình giả tưởng do Ronald D. Moore thực hiện. Phim đặt ra ...
Khách Sạn Ma Quái,https://ohitv.net/phim-bo/khach-san-ma-quai/,12/07/2019,8.547,,"['Phim Chính Kịch', 'Phim Hài', 'Sci-Fi & Fantasy']","“Khách Sạn Ma Quái” là một bộ phim truyền hình Hàn Quốc phát sóng vào năm 2019. Câu chuyện xoay quanh Jang Man-Wol (do IU thủ vai), ..."
Hành Tinh Cát: Phần Hai,https://ohitv.net/phim-le/hanh-tinh-cat-phan-hai/,27/02/2024,8.8, 1080p,"['Phim Chiến Tranh', 'Phim Khoa Học Viễn Tưởng', 'Phim Phiêu Lưu']","“Hành Tinh Cát: Phần Hai” là phần tiếp theo của câu chuyện đầy kịch tính và thần thoại xoay quanh Paul Atreides, người điều hành ..."
Hành Tinh Cát,https://ohitv.net/phim-le/hanh-tinh-cat/,15/09/2021,8, 1080p,"['Phim Khoa Học Viễn Tưởng', 'Phim Phiêu Lưu']","“Hành Tinh Cát” là một cuộc phiêu lưu sử thi đầy cảm xúc của nhân vật chính Paul Atreides, một chàng trai trẻ tài năng với một sứ ..."
Ngây Thơ,https://ohitv.net/phim-le/ngay-tho/,18/12/2014,8.1,,"['Phim Chính Kịch', 'Phim Hài', 'Phim Khoa Học Viễn Tưởng', 'Phim Phiêu Lưu']","“Ngây Thơ” là một bộ phim Ấn Độ ra mắt vào năm 2014, đồng thời là một bộ phim khoa học viễn tưởng và phiêu lưu. Câu chuyện xoay quanh ..."
Đảo Hải Tặc 11: Truy Tìm Mũ Rơm,https://ohitv.net/phim-le/dao-hai-tac-11-truy-tim-mu-rom/,19/03/2011,6.5, 1080p,"['Phim Hoạt Hình', 'Phim Phiêu Lưu']",“Đảo Hải Tặc 11: Truy Tìm Mũ Rơm” (tên tiếng Anh: “One Piece Film: Straw Hat Chase”) là một phần của loạt phim điện ảnh ...
Nghịch Thiên Tà Thần,https://ohitv.net/phim-bo/nghich-thien-ta-than/,23/09/2023,10,,['Phim Hoạt Hình'],"Trên đại lục Thương Vân, Đại Thổ Y Tông đã bị sát hại tàn nhẫn vì giữ một trong bảy viên Thần Dược Thiên Không. Sự kiện này đã khiến cả thiên hạ ..."
Đại Chúa Tể 3D,https://ohitv.net/phim-bo/dai-chua-te-3d/,30/06/2023,7,,['Phim Hoạt Hình'],"Đại Chúa Tể 3D (2023) đưa người xem vào một thế giới đại thế, nơi vạn tộc mọc lên san sát như rừng, quần hùng tập trung. Tại đó, một vị từ tương ..."
Đảo Hải Tặc: GOLD,https://ohitv.net/phim-le/dao-hai-tac-gold/,02/07/2016,0, 1080p,['Phim Hoạt Hình'],"Trong bộ phim, băng Hải Tặc Mũ Rơm do Luffy dẫn đầu đang hành trình đến Gran Tesoro, một thành phố vàng ròng đầy huyền bí và giàu có. Tuy nhiên, ..."
